"ID","gender","age_floor","center_age","age_exact","race","know","lang","item","response","task","age_group","age"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_flex2",0,"flexibility","child",NA
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_flex3",0,"flexibility","child",NA
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_cat1",0,"category","child",NA
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_cat2",1,"category","child",NA
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_cat3",0,"category","child",NA
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_homo1",2,"homogeneity","child",NA
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_homo2",3,"homogeneity","child",NA
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_flex2",0,"flexibility","child",NA
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_flex3",0,"flexibility","child",NA
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_cat1",0,"category","child",NA
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_cat2",0,"category","child",NA
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_cat3",1,"category","child",NA
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_homo1",1,"homogeneity","child",NA
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_homo2",2,"homogeneity","child",NA
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_flex2",1,"flexibility","child",NA
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_flex3",0,"flexibility","child",NA
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_cat1",1,"category","child",NA
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_cat2",0,"category","child",NA
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_cat3",0,"category","child",NA
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_homo1",5,"homogeneity","child",NA
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_homo2",1,"homogeneity","child",NA
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_flex1",0,"flexibility","child",NA
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_flex2",0,"flexibility","child",NA
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_flex3",0,"flexibility","child",NA
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_cat1",0,"category","child",NA
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_cat2",1,"category","child",NA
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_cat3",0,"category","child",NA
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_homo1",2,"homogeneity","child",NA
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_homo2",3,"homogeneity","child",NA
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_flex1",1,"flexibility","child",NA
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_flex2",NA,"flexibility","child",NA
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_flex3",1,"flexibility","child",NA
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_cat1",1,"category","child",NA
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_cat2",1,"category","child",NA
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_cat3",1,"category","child",NA
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_homo1",5,"homogeneity","child",NA
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_homo2",4,"homogeneity","child",NA
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_flex2",1,"flexibility","child",NA
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_flex3",1,"flexibility","child",NA
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_cat1",0,"category","child",NA
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_cat2",1,"category","child",NA
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_cat3",0,"category","child",NA
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_homo1",2,"homogeneity","child",NA
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_homo2",2,"homogeneity","child",NA
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_flex1",0,"flexibility","child",NA
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_flex2",0,"flexibility","child",NA
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_flex3",1,"flexibility","child",NA
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_cat1",1,"category","child",NA
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_cat2",1,"category","child",NA
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_cat3",NA,"category","child",NA
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_homo1",4,"homogeneity","child",NA
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_homo2",4,"homogeneity","child",NA
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_flex2",1,"flexibility","child",NA
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_flex3",NA,"flexibility","child",NA
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_cat1",0,"category","child",NA
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_cat2",0,"category","child",NA
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_cat3",0,"category","child",NA
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_homo1",2,"homogeneity","child",NA
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_homo2",2,"homogeneity","child",NA
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_flex1",0,"flexibility","child",NA
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_flex2",0,"flexibility","child",NA
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_flex3",1,"flexibility","child",NA
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_cat1",1,"category","child",NA
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_cat2",1,"category","child",NA
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_cat3",1,"category","child",NA
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_homo1",5,"homogeneity","child",NA
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_homo2",5,"homogeneity","child",NA
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_flex2",1,"flexibility","child",NA
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_flex3",0,"flexibility","child",NA
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_cat1",0,"category","child",NA
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_cat2",1,"category","child",NA
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_cat3",0,"category","child",NA
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_homo1",3,"homogeneity","child",NA
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_homo2",2,"homogeneity","child",NA
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_flex1",0,"flexibility","child",NA
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_flex2",1,"flexibility","child",NA
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_flex3",0,"flexibility","child",NA
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_cat1",0,"category","child",NA
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_cat2",1,"category","child",NA
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_cat3",0,"category","child",NA
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_homo1",3,"homogeneity","child",NA
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_homo2",3,"homogeneity","child",NA
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_flex1",0,"flexibility","child",NA
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_flex2",0,"flexibility","child",NA
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_flex3",0,"flexibility","child",NA
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_cat1",0,"category","child",NA
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_cat2",0,"category","child",NA
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_cat3",0,"category","child",NA
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_homo1",5,"homogeneity","child",NA
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_homo2",4,"homogeneity","child",NA
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_flex1",1,"flexibility","child",NA
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_flex2",0,"flexibility","child",NA
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_flex3",0,"flexibility","child",NA
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_cat1",1,"category","child",NA
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_cat2",0,"category","child",NA
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_cat3",0,"category","child",NA
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_homo1",NA,"homogeneity","child",NA
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_homo2",4,"homogeneity","child",NA
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","q_flex1",0,"flexibility","child",NA
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","q_flex2",0,"flexibility","child",NA
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","q_flex3",0,"flexibility","child",NA
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","q_cat1",0,"category","child",NA
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","q_cat2",0,"category","child",NA
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","q_cat3",0,"category","child",NA
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","q_homo1",3,"homogeneity","child",NA
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","q_homo2",3,"homogeneity","child",NA
"119C","female",7,0.142354031782538,7.67464114832536,"Asian","Knowledgeable","Specific","q_flex1",1,"flexibility","child",NA
"119C","female",7,0.142354031782538,7.67464114832536,"Asian","Knowledgeable","Specific","q_flex2",1,"flexibility","child",NA
"119C","female",7,0.142354031782538,7.67464114832536,"Asian","Knowledgeable","Specific","q_flex3",0,"flexibility","child",NA
"119C","female",7,0.142354031782538,7.67464114832536,"Asian","Knowledgeable","Specific","q_cat1",NA,"category","child",NA
"119C","female",7,0.142354031782538,7.67464114832536,"Asian","Knowledgeable","Specific","q_cat2",0,"category","child",NA
"119C","female",7,0.142354031782538,7.67464114832536,"Asian","Knowledgeable","Specific","q_cat3",NA,"category","child",NA
"119C","female",7,0.142354031782538,7.67464114832536,"Asian","Knowledgeable","Specific","q_homo1",1,"homogeneity","child",NA
"119C","female",7,0.142354031782538,7.67464114832536,"Asian","Knowledgeable","Specific","q_homo2",1,"homogeneity","child",NA
"11C","female",7,0.391157859533735,7.92344497607655,"White","Knowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"11C","female",7,0.391157859533735,7.92344497607655,"White","Knowledgeable","Specific","q_flex2",0,"flexibility","child",NA
"11C","female",7,0.391157859533735,7.92344497607655,"White","Knowledgeable","Specific","q_flex3",0,"flexibility","child",NA
"11C","female",7,0.391157859533735,7.92344497607655,"White","Knowledgeable","Specific","q_cat1",0,"category","child",NA
"11C","female",7,0.391157859533735,7.92344497607655,"White","Knowledgeable","Specific","q_cat2",1,"category","child",NA
"11C","female",7,0.391157859533735,7.92344497607655,"White","Knowledgeable","Specific","q_cat3",0,"category","child",NA
"11C","female",7,0.391157859533735,7.92344497607655,"White","Knowledgeable","Specific","q_homo1",3,"homogeneity","child",NA
"11C","female",7,0.391157859533735,7.92344497607655,"White","Knowledgeable","Specific","q_homo2",NA,"homogeneity","child",NA
"120C","female",9,1.59963359432526,9.13192071086808,"Mixed","Unknowledgeable","Generic","q_flex1",0,"flexibility","child",NA
"120C","female",9,1.59963359432526,9.13192071086808,"Mixed","Unknowledgeable","Generic","q_flex2",0,"flexibility","child",NA
"120C","female",9,1.59963359432526,9.13192071086808,"Mixed","Unknowledgeable","Generic","q_flex3",0,"flexibility","child",NA
"120C","female",9,1.59963359432526,9.13192071086808,"Mixed","Unknowledgeable","Generic","q_cat1",0,"category","child",NA
"120C","female",9,1.59963359432526,9.13192071086808,"Mixed","Unknowledgeable","Generic","q_cat2",0,"category","child",NA
"120C","female",9,1.59963359432526,9.13192071086808,"Mixed","Unknowledgeable","Generic","q_cat3",0,"category","child",NA
"120C","female",9,1.59963359432526,9.13192071086808,"Mixed","Unknowledgeable","Generic","q_homo1",2,"homogeneity","child",NA
"120C","female",9,1.59963359432526,9.13192071086808,"Mixed","Unknowledgeable","Generic","q_homo2",2,"homogeneity","child",NA
"121C","female",5,-2.39216408168294,5.14012303485988,"Asian","Knowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"121C","female",5,-2.39216408168294,5.14012303485988,"Asian","Knowledgeable","Specific","q_flex2",1,"flexibility","child",NA
"121C","female",5,-2.39216408168294,5.14012303485988,"Asian","Knowledgeable","Specific","q_flex3",1,"flexibility","child",NA
"121C","female",5,-2.39216408168294,5.14012303485988,"Asian","Knowledgeable","Specific","q_cat1",0,"category","child",NA
"121C","female",5,-2.39216408168294,5.14012303485988,"Asian","Knowledgeable","Specific","q_cat2",0,"category","child",NA
"121C","female",5,-2.39216408168294,5.14012303485988,"Asian","Knowledgeable","Specific","q_cat3",0,"category","child",NA
"121C","female",5,-2.39216408168294,5.14012303485988,"Asian","Knowledgeable","Specific","q_homo1",NA,"homogeneity","child",NA
"121C","female",5,-2.39216408168294,5.14012303485988,"Asian","Knowledgeable","Specific","q_homo2",1,"homogeneity","child",NA
"122C","male",9,1.82645063693177,9.35873775347459,"White","Knowledgeable","Generic","q_flex1",0,"flexibility","child",NA
"122C","male",9,1.82645063693177,9.35873775347459,"White","Knowledgeable","Generic","q_flex2",1,"flexibility","child",NA
"122C","male",9,1.82645063693177,9.35873775347459,"White","Knowledgeable","Generic","q_flex3",1,"flexibility","child",NA
"122C","male",9,1.82645063693177,9.35873775347459,"White","Knowledgeable","Generic","q_cat1",0,"category","child",NA
"122C","male",9,1.82645063693177,9.35873775347459,"White","Knowledgeable","Generic","q_cat2",1,"category","child",NA
"122C","male",9,1.82645063693177,9.35873775347459,"White","Knowledgeable","Generic","q_cat3",1,"category","child",NA
"122C","male",9,1.82645063693177,9.35873775347459,"White","Knowledgeable","Generic","q_homo1",1,"homogeneity","child",NA
"122C","male",9,1.82645063693177,9.35873775347459,"White","Knowledgeable","Generic","q_homo2",NA,"homogeneity","child",NA
"123C","female",6,-0.601323343473783,6.93096377306904,"White","Unknowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"123C","female",6,-0.601323343473783,6.93096377306904,"White","Unknowledgeable","Specific","q_flex2",1,"flexibility","child",NA
"123C","female",6,-0.601323343473783,6.93096377306904,"White","Unknowledgeable","Specific","q_flex3",0,"flexibility","child",NA
"123C","female",6,-0.601323343473783,6.93096377306904,"White","Unknowledgeable","Specific","q_cat1",0,"category","child",NA
"123C","female",6,-0.601323343473783,6.93096377306904,"White","Unknowledgeable","Specific","q_cat2",1,"category","child",NA
"123C","female",6,-0.601323343473783,6.93096377306904,"White","Unknowledgeable","Specific","q_cat3",0,"category","child",NA
"123C","female",6,-0.601323343473783,6.93096377306904,"White","Unknowledgeable","Specific","q_homo1",2,"homogeneity","child",NA
"123C","female",6,-0.601323343473783,6.93096377306904,"White","Unknowledgeable","Specific","q_homo2",4,"homogeneity","child",NA
"124C","female",6,-1.4899084425852,6.04237867395762,"White","Unknowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"124C","female",6,-1.4899084425852,6.04237867395762,"White","Unknowledgeable","Specific","q_flex2",1,"flexibility","child",NA
"124C","female",6,-1.4899084425852,6.04237867395762,"White","Unknowledgeable","Specific","q_flex3",1,"flexibility","child",NA
"124C","female",6,-1.4899084425852,6.04237867395762,"White","Unknowledgeable","Specific","q_cat1",0,"category","child",NA
"124C","female",6,-1.4899084425852,6.04237867395762,"White","Unknowledgeable","Specific","q_cat2",1,"category","child",NA
"124C","female",6,-1.4899084425852,6.04237867395762,"White","Unknowledgeable","Specific","q_cat3",0,"category","child",NA
"124C","female",6,-1.4899084425852,6.04237867395762,"White","Unknowledgeable","Specific","q_homo1",NA,"homogeneity","child",NA
"124C","female",6,-1.4899084425852,6.04237867395762,"White","Unknowledgeable","Specific","q_homo2",4,"homogeneity","child",NA
"125C","female",7,0.339209807585683,7.8714969241285,"White","Knowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"125C","female",7,0.339209807585683,7.8714969241285,"White","Knowledgeable","Specific","q_flex2",1,"flexibility","child",NA
"125C","female",7,0.339209807585683,7.8714969241285,"White","Knowledgeable","Specific","q_flex3",NA,"flexibility","child",NA
"125C","female",7,0.339209807585683,7.8714969241285,"White","Knowledgeable","Specific","q_cat1",0,"category","child",NA
"125C","female",7,0.339209807585683,7.8714969241285,"White","Knowledgeable","Specific","q_cat2",1,"category","child",NA
"125C","female",7,0.339209807585683,7.8714969241285,"White","Knowledgeable","Specific","q_cat3",NA,"category","child",NA
"125C","female",7,0.339209807585683,7.8714969241285,"White","Knowledgeable","Specific","q_homo1",2,"homogeneity","child",NA
"125C","female",7,0.339209807585683,7.8714969241285,"White","Knowledgeable","Specific","q_homo2",3,"homogeneity","child",NA
"126C","male",9,1.93581495682241,9.46810207336523,"White","Knowledgeable","Generic","q_flex1",1,"flexibility","child",NA
"126C","male",9,1.93581495682241,9.46810207336523,"White","Knowledgeable","Generic","q_flex2",0,"flexibility","child",NA
"126C","male",9,1.93581495682241,9.46810207336523,"White","Knowledgeable","Generic","q_flex3",0,"flexibility","child",NA
"126C","male",9,1.93581495682241,9.46810207336523,"White","Knowledgeable","Generic","q_cat1",0,"category","child",NA
"126C","male",9,1.93581495682241,9.46810207336523,"White","Knowledgeable","Generic","q_cat2",1,"category","child",NA
"126C","male",9,1.93581495682241,9.46810207336523,"White","Knowledgeable","Generic","q_cat3",1,"category","child",NA
"126C","male",9,1.93581495682241,9.46810207336523,"White","Knowledgeable","Generic","q_homo1",2,"homogeneity","child",NA
"126C","male",9,1.93581495682241,9.46810207336523,"White","Knowledgeable","Generic","q_homo2",4,"homogeneity","child",NA
"127C","male",8,0.814830677943396,8.34711779448622,"White","Unknowledgeable","Specific","q_flex1",0,"flexibility","child",NA
"127C","male",8,0.814830677943396,8.34711779448622,"White","Unknowledgeable","Specific","q_flex2",1,"flexibility","child",NA
"127C","male",8,0.814830677943396,8.34711779448622,"White","Unknowledgeable","Specific","q_flex3",0,"flexibility","child",NA
"127C","male",8,0.814830677943396,8.34711779448622,"White","Unknowledgeable","Specific","q_cat1",0,"category","child",NA
