"ID","gender","age_floor","center_age","age_exact","race","know","lang","item","response","task"
"101C","male",6,-1.27402783196775,6.25825928457507,"White","Unknowledgeable","Generic","q_cat3",1,"category"
"101C","male",6,-1.27402783196775,6.25825928457507,"White","Unknowledgeable","Generic","q_homo1",3,"homogeneity"
"101C","male",6,-1.27402783196775,6.25825928457507,"White","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","soundcheck",1,"soundcheck"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","K_Check1",1,"know_check"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","K_Check2",1,"know_check"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","q_flex1",NA,"flexibility"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","q_flex2",1,"flexibility"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","q_flex3",1,"flexibility"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","q_cat1",0,"category"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","q_cat2",1,"category"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","q_cat3",1,"category"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","q_homo1",3,"homogeneity"
"102C","male",6,-1.27402783196775,6.25825928457507,"White","Knowledgeable","Specific","q_homo2",4,"homogeneity"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","soundcheck",1,"soundcheck"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","q_flex2",0,"flexibility"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","q_cat1",0,"category"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","q_cat2",0,"category"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","q_cat3",0,"category"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","q_homo1",5,"homogeneity"
"103C","male",9,2.23394664969095,9.76623376623377,"White","Unknowledgeable","Generic","q_homo2",5,"homogeneity"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","soundcheck",1,"soundcheck"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","K_Check1",1,"know_check"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","K_Check2",1,"know_check"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","q_flex1",0,"flexibility"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","q_flex2",1,"flexibility"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","q_flex3",1,"flexibility"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","q_cat1",0,"category"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","q_cat2",1,"category"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","q_cat3",1,"category"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","q_homo1",5,"homogeneity"
"104C","male",7,-0.314355924927418,7.2179311916154,"White","Knowledgeable","Specific","q_homo2",4,"homogeneity"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","soundcheck",1,"soundcheck"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","q_flex1",0,"flexibility"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","q_flex2",0,"flexibility"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","q_cat1",1,"category"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","q_cat2",1,"category"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","q_cat3",1,"category"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","q_homo1",5,"homogeneity"
"105C","female",5,-1.92463161415048,5.60765550239234,"White","Unknowledgeable","Specific","q_homo2",4,"homogeneity"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","soundcheck",1,"soundcheck"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_flex1",0,"flexibility"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_flex2",0,"flexibility"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_cat1",0,"category"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_cat2",1,"category"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_cat3",0,"category"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_homo1",2,"homogeneity"
"106C","male",8,1.44652354647837,8.97881066302119,"Mixed","Unknowledgeable","Specific","q_homo2",3,"homogeneity"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","soundcheck",1,"soundcheck"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","K_Check1",1,"know_check"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","K_Check2",1,"know_check"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_flex1",0,"flexibility"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_flex2",0,"flexibility"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_flex3",0,"flexibility"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_cat1",0,"category"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_cat2",0,"category"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_cat3",1,"category"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_homo1",1,"homogeneity"
"107C","female",9,1.49573749042916,9.02802460697198,"White","Knowledgeable","Specific","q_homo2",2,"homogeneity"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","soundcheck",1,"soundcheck"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","U_Check1",0,"unknow_check"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_flex1",0,"flexibility"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_flex2",1,"flexibility"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_cat1",1,"category"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_cat2",0,"category"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_cat3",0,"category"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_homo1",5,"homogeneity"
"108C","male",5,-2.18175168706002,5.3505354294828,"Asian","Unknowledgeable","Specific","q_homo2",1,"homogeneity"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","soundcheck",1,"soundcheck"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_flex2",0,"flexibility"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_cat1",0,"category"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_cat2",1,"category"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_cat3",0,"category"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_homo1",2,"homogeneity"
"109C","male",6,-0.830988415244118,6.7012987012987,"White","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","soundcheck",1,"soundcheck"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","K_Check1",1,"know_check"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","K_Check2",1,"know_check"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_flex1",1,"flexibility"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_flex2",NA,"flexibility"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_flex3",1,"flexibility"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_cat1",1,"category"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_cat2",1,"category"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_cat3",1,"category"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_homo1",5,"homogeneity"
"10C","male",6,-1.50631309056879,6.02597402597403,"Mixed","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","soundcheck",1,"soundcheck"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","K_Check1",1,"know_check"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","K_Check2",1,"know_check"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_flex1",0,"flexibility"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_flex2",1,"flexibility"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_flex3",1,"flexibility"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_cat1",0,"category"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_cat2",1,"category"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_cat3",0,"category"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_homo1",2,"homogeneity"
"110C","female",7,-0.505629563569477,7.02665755297334,"White","Knowledgeable","Specific","q_homo2",2,"homogeneity"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","soundcheck",1,"soundcheck"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","K_Check1",1,"know_check"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","K_Check2",1,"know_check"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_flex1",0,"flexibility"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_flex2",0,"flexibility"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_flex3",1,"flexibility"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_cat1",1,"category"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_cat2",1,"category"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_cat3",NA,"category"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_homo1",4,"homogeneity"
"111C","female",9,1.66240415709582,9.19469127363864,"White","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","soundcheck",1,"soundcheck"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","K_Check1",1,"know_check"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","K_Check2",1,"know_check"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","U_Check1",NA,"unknow_check"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","U_Check2",NA,"unknow_check"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_flex1",0,"flexibility"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_flex2",1,"flexibility"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_flex3",NA,"flexibility"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_cat1",0,"category"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_cat2",0,"category"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_cat3",0,"category"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_homo1",2,"homogeneity"
"112C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Specific","q_homo2",2,"homogeneity"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","soundcheck",1,"soundcheck"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","K_Check1",1,"know_check"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","K_Check2",1,"know_check"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_flex1",0,"flexibility"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_flex2",0,"flexibility"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_flex3",1,"flexibility"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_cat1",1,"category"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_cat2",1,"category"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_cat3",1,"category"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_homo1",5,"homogeneity"
"113C","female",9,1.70341577705481,9.23570289359763,"(Missing)","Knowledgeable","Generic","q_homo2",5,"homogeneity"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","soundcheck",1,"soundcheck"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","K_Check1",NA,"know_check"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","K_Check2",NA,"know_check"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","U_Check1",1,"unknow_check"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","U_Check2",1,"unknow_check"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_flex1",0,"flexibility"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_flex2",1,"flexibility"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_flex3",0,"flexibility"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_cat1",0,"category"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_cat2",1,"category"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_cat3",0,"category"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_homo1",3,"homogeneity"
"114C","male",8,1.31802047060687,8.85030758714969,"White","Unknowledgeable","Specific","q_homo2",2,"homogeneity"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","soundcheck",1,"soundcheck"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_flex2",1,"flexibility"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_cat1",0,"category"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_cat2",1,"category"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_cat3",0,"category"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_homo1",3,"homogeneity"
"115C","female",9,2.31870399760619,9.85099111414901,"White","Unknowledgeable","Generic","q_homo2",3,"homogeneity"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","soundcheck",1,"soundcheck"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","K_Check1",NA,"know_check"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","K_Check2",NA,"know_check"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","U_Check1",1,"unknow_check"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","U_Check2",1,"unknow_check"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_flex1",0,"flexibility"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_flex2",0,"flexibility"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_flex3",0,"flexibility"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_cat1",0,"category"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_cat2",0,"category"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_cat3",0,"category"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_homo1",5,"homogeneity"
"116C","female",8,1.41644835850845,8.94873547505127,"White","Unknowledgeable","Generic","q_homo2",4,"homogeneity"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","soundcheck",1,"soundcheck"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","K_Check1",1,"know_check"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","K_Check2",1,"know_check"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","U_Check1",NA,"unknow_check"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","U_Check2",NA,"unknow_check"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_flex1",1,"flexibility"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_flex2",0,"flexibility"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_flex3",0,"flexibility"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_cat1",1,"category"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_cat2",0,"category"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_cat3",0,"category"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_homo1",NA,"homogeneity"
"117C","male",9,1.79090723296732,9.32319434951014,"White","Knowledgeable","Generic","q_homo2",4,"homogeneity"
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","soundcheck",1,"soundcheck"
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","K_Check1",1,"know_check"
"118C","female",7,0.402094291522798,7.93438140806562,"Asian","Knowledgeable","Generic","K_Check2",1,"know_check"
